ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
49.03,73.14,84.2,169.29,Inverted Triangle
41.96,65.45,89.93,165.78,Hourglass
41.49,69.36,87.34,167.13,Inverted Triangle
43.36,79.9,80.88,161.77,Rectangle
41.1,70.53,97.58,162.84,Pear
39.45,71.66,95.82,159.45,Pear
43.93,69.22,95.75,176.06,Inverted Triangle
44.78,66.66,91.15,161.03,Hourglass
47.02,80.58,88.09,166.37,Inverted Triangle
39.39,68.12,96.55,169.9,Pear
42.65,66.77,95.47,163.32,Hourglass
49.29,74.02,87.12,162.26,Inverted Triangle
45.65,73.83,87.71,168.32,Inverted Triangle
46.74,65.82,90.81,163.01,Hourglass
36.65,71.51,93.35,163.56,Pear
42.46,69.67,97.17,166.41,Hourglass
39.85,71.25,91.71,165.0,Pear
35.5,72.68,99.06,167.75,Pear
43.18,71.4,90.2,169.16,Inverted Triangle
43.22,83.5,83.47,171.28,Rectangle
41.11,65.32,91.21,159.51,Hourglass
39.4,64.69,91.89,157.62,Hourglass
35.67,69.63,96.74,159.36,Pear
46.84,74.8,93.31,172.64,Inverted Triangle
45.37,74.16,88.78,163.48,Inverted Triangle
42.85,85.68,82.05,175.13,Rectangle
42.14,63.81,92.52,165.61,Hourglass
37.49,71.79,96.44,164.31,Pear
37.62,71.61,95.89,167.44,Pear
42.5,82.31,85.2,173.99,Rectangle
39.52,79.58,83.87,172.78,Rectangle
48.02,73.19,90.7,161.56,Inverted Triangle
41.94,66.96,91.0,164.8,Hourglass
45.43,76.37,86.86,163.64,Inverted Triangle
37.73,80.62,84.85,164.9,Rectangle
45.32,82.11,80.9,167.72,Rectangle
38.44,76.2,92.11,159.92,Pear
42.47,80.01,75.57,163.08,Rectangle
44.76,62.12,94.73,165.91,Hourglass
42.09,75.33,79.07,161.96,Rectangle
43.74,64.89,94.21,169.05,Hourglass
42.57,73.21,90.46,167.1,Inverted Triangle
43.56,64.5,89.79,160.06,Hourglass
43.96,87.51,80.12,164.34,Rectangle
39.48,61.22,91.41,163.21,Hourglass
44.4,71.44,85.15,168.68,Inverted Triangle
40.58,76.61,84.57,164.91,Rectangle
44.54,62.16,96.65,166.7,Hourglass
37.26,68.14,97.52,171.71,Pear
38.82,79.56,77.78,168.12,Rectangle
41.76,65.28,91.24,165.88,Hourglass
45.53,77.96,93.49,169.57,Inverted Triangle
42.86,80.53,83.11,166.99,Rectangle
43.82,69.93,97.21,161.97,Hourglass
41.47,63.49,93.26,165.34,Hourglass
37.26,67.11,98.16,168.32,Pear
43.97,63.99,94.0,166.43,Hourglass
37.48,68.68,90.37,160.49,Pear
41.09,77.21,81.27,166.51,Rectangle
43.33,64.18,97.64,157.62,Hourglass
42.74,64.73,93.51,168.25,Hourglass
44.86,62.3,96.66,166.12,Hourglass
47.33,73.44,91.34,160.29,Inverted Triangle
43.87,70.52,91.52,171.67,Inverted Triangle
41.74,81.69,74.65,163.72,Rectangle
42.72,75.76,80.96,164.75,Rectangle
38.93,77.12,91.34,160.85,Pear
45.18,77.76,82.99,163.03,Rectangle
44.65,67.63,92.94,163.64,Hourglass
36.36,80.72,75.77,166.78,Rectangle
39.26,62.13,92.9,163.63,Hourglass
46.37,69.75,87.87,163.74,Inverted Triangle
37.58,71.69,96.88,169.1,Pear
38.88,65.23,100.14,163.49,Pear
43.51,65.23,95.0,167.15,Hourglass
46.26,73.58,94.17,172.67,Inverted Triangle
42.58,65.4,87.71,161.8,Hourglass
43.9,70.73,91.87,171.52,Inverted Triangle
41.43,81.28,79.79,167.0,Rectangle
43.77,80.88,84.62,168.37,Rectangle
39.93,80.55,83.14,172.06,Rectangle
44.93,79.34,86.0,173.05,Rectangle
43.08,81.16,78.27,169.5,Rectangle
43.27,78.31,77.27,171.43,Rectangle
36.47,80.21,76.86,164.22,Rectangle
44.68,76.73,87.26,169.8,Inverted Triangle
46.1,66.02,88.35,163.04,Hourglass
48.63,72.39,84.43,169.78,Inverted Triangle
49.75,75.78,85.9,170.25,Inverted Triangle
41.17,64.28,91.09,161.06,Hourglass
44.02,69.64,89.37,159.37,Hourglass
47.08,74.69,87.17,168.64,Inverted Triangle
41.58,62.61,93.62,163.31,Hourglass
47.59,79.99,87.76,169.77,Inverted Triangle
45.76,65.52,93.17,155.6,Hourglass
43.79,70.86,84.8,169.28,Inverted Triangle
43.14,65.28,87.76,156.73,Hourglass
40.9,83.35,81.26,163.4,Rectangle
39.77,61.74,96.51,167.24,Hourglass
37.0,71.97,92.74,162.44,Pear
41.18,68.48,99.94,164.99,Pear
42.44,70.01,95.66,164.27,Hourglass
44.1,70.86,85.32,168.88,Inverted Triangle
43.46,75.3,86.35,164.95,Inverted Triangle
41.61,75.82,79.45,161.27,Rectangle
37.29,67.26,93.53,161.92,Pear
36.56,68.07,92.77,171.61,Pear
44.31,74.4,88.67,170.4,Inverted Triangle
39.94,68.99,90.08,171.4,Hourglass
37.57,68.3,99.53,172.04,Pear
41.91,70.48,95.04,159.46,Pear
41.08,66.34,89.94,164.61,Hourglass
44.19,63.77,91.6,172.92,Hourglass
41.75,64.94,89.68,164.85,Hourglass
43.92,74.89,87.42,166.4,Inverted Triangle
37.91,66.54,90.32,157.18,Pear
41.73,66.16,95.24,160.27,Hourglass
41.08,80.03,79.45,174.95,Rectangle
43.55,73.84,84.74,169.31,Inverted Triangle
44.12,70.94,91.76,172.26,Inverted Triangle
46.75,75.35,93.5,171.57,Inverted Triangle
35.61,73.14,99.11,166.13,Pear
40.13,87.99,78.22,164.56,Rectangle
42.61,86.04,84.47,172.64,Rectangle
45.59,77.47,93.69,169.33,Inverted Triangle
44.72,79.96,82.96,162.31,Rectangle
44.94,62.0,91.32,172.67,Hourglass
45.61,69.48,85.67,174.11,Inverted Triangle
43.36,82.19,82.6,167.44,Rectangle
39.03,69.33,96.95,168.16,Pear
44.04,63.49,90.79,159.5,Hourglass
43.08,64.12,88.84,165.83,Hourglass
38.41,80.48,80.89,164.46,Rectangle
39.06,70.95,88.35,161.98,Hourglass
45.69,66.34,98.28,160.7,Hourglass
38.17,82.18,84.56,167.84,Rectangle
46.96,68.34,91.41,165.35,Hourglass
41.27,66.94,89.04,165.09,Hourglass
47.19,75.63,88.36,168.47,Inverted Triangle
42.05,60.51,93.17,163.43,Hourglass
43.26,72.04,90.03,170.26,Inverted Triangle
44.94,79.56,85.6,172.68,Rectangle
46.21,77.42,87.37,164.41,Inverted Triangle
42.99,74.69,94.18,171.51,Inverted Triangle
39.97,68.47,93.23,162.87,Hourglass
46.64,65.98,90.28,163.22,Hourglass
43.03,74.96,86.74,166.19,Inverted Triangle
36.7,70.44,96.98,163.9,Pear
40.56,78.32,89.23,171.41,Inverted Triangle
45.42,74.21,88.45,163.9,Inverted Triangle
42.47,85.17,82.36,169.23,Rectangle
46.35,74.19,91.21,172.79,Inverted Triangle
39.0,69.12,94.09,160.06,Pear
41.94,74.21,88.31,168.75,Rectangle
38.84,67.88,98.31,161.05,Pear
44.71,82.71,81.46,169.24,Rectangle
38.89,78.33,78.0,172.55,Rectangle
42.55,67.33,89.54,166.59,Hourglass
35.2,72.66,91.86,168.39,Pear
43.44,74.06,90.67,167.14,Inverted Triangle
39.52,69.72,95.52,171.68,Pear
41.48,80.35,83.49,167.13,Inverted Triangle
39.44,70.74,91.31,164.71,Pear
45.88,77.26,82.49,166.25,Rectangle
46.24,63.7,92.43,162.33,Hourglass
42.48,74.59,88.24,169.24,Inverted Triangle
37.47,70.86,97.34,157.01,Hourglass
43.46,79.74,83.82,163.78,Rectangle
38.31,80.29,81.51,163.69,Rectangle
42.13,61.09,93.85,164.24,Hourglass
37.85,72.99,96.48,167.57,Pear
36.19,65.88,89.71,167.8,Pear
41.84,65.21,96.7,169.37,Hourglass
41.03,80.58,78.92,167.23,Rectangle
41.55,80.16,79.33,158.04,Rectangle
42.01,86.46,81.73,170.13,Rectangle
41.78,65.9,95.84,169.33,Hourglass
44.95,61.99,96.31,159.34,Hourglass
46.3,74.25,91.03,171.67,Inverted Triangle
41.74,76.75,95.78,160.45,Pear
41.06,65.61,91.94,162.04,Hourglass
38.05,76.03,93.14,162.95,Pear
43.46,81.07,77.46,166.67,Rectangle
43.43,65.38,96.88,166.69,Hourglass
41.15,88.29,78.29,163.02,Rectangle
39.38,66.09,92.64,157.63,Hourglass
39.38,68.54,96.72,169.69,Pear
46.41,65.5,90.91,163.45,Hourglass
39.68,69.04,94.0,164.74,Pear
38.32,72.02,96.53,164.58,Pear
40.97,70.8,86.33,166.22,Inverted Triangle
38.62,73.06,93.39,167.43,Pear
41.74,80.63,75.79,163.94,Rectangle
42.04,66.98,92.53,162.6,Hourglass
45.48,73.84,86.0,163.7,Inverted Triangle
42.44,67.75,91.1,161.29,Hourglass
35.75,69.56,97.52,158.5,Pear
39.63,78.33,79.71,173.81,Rectangle
44.32,77.79,81.39,158.95,Rectangle
42.0,77.65,76.44,170.96,Rectangle
42.84,62.27,94.94,158.29,Hourglass
45.69,76.7,84.05,171.44,Inverted Triangle
44.75,82.03,83.96,166.34,Rectangle
43.68,73.87,89.18,175.52,Inverted Triangle
37.25,71.09,98.62,172.33,Pear
42.25,63.65,94.5,162.83,Hourglass
46.6,74.37,92.62,170.54,Inverted Triangle
44.02,78.32,84.58,170.9,Inverted Triangle
35.26,67.06,88.97,168.25,Pear
42.83,86.77,84.02,172.01,Rectangle
49.1,74.34,86.55,162.49,Inverted Triangle
43.05,71.0,94.61,170.18,Inverted Triangle
34.89,73.1,91.96,168.87,Pear
37.2,82.98,84.49,164.69,Rectangle
37.65,76.19,92.79,162.41,Pear
42.35,68.71,94.23,163.81,Hourglass
40.82,68.75,93.63,166.12,Hourglass
45.01,67.27,92.43,162.85,Hourglass
44.27,80.63,86.93,175.64,Rectangle
44.18,81.87,86.47,163.01,Rectangle
36.7,67.27,95.94,166.86,Pear
38.68,67.97,91.68,162.42,Pear
46.29,76.04,89.87,168.94,Inverted Triangle
47.02,65.4,92.08,163.22,Hourglass
45.61,76.71,94.12,162.08,Inverted Triangle
42.92,69.75,97.23,166.19,Hourglass
47.65,73.42,85.42,165.55,Inverted Triangle
43.13,62.51,92.92,162.33,Hourglass
38.1,67.46,94.08,164.91,Pear
42.41,68.07,93.77,164.28,Hourglass
45.11,74.28,92.03,171.99,Inverted Triangle
45.3,61.8,93.66,170.66,Hourglass
43.43,64.61,91.25,158.87,Hourglass
46.93,72.69,87.12,161.95,Inverted Triangle
46.54,73.3,88.56,165.85,Inverted Triangle
36.8,74.49,92.46,166.71,Pear
42.62,65.17,91.01,167.19,Hourglass
35.21,67.47,96.99,165.2,Pear
44.6,63.35,94.12,165.38,Hourglass
41.73,80.93,81.54,163.95,Rectangle
44.1,69.13,89.95,159.49,Hourglass
41.41,76.88,81.61,167.55,Rectangle
43.11,79.72,85.02,167.42,Rectangle
42.39,79.9,78.71,169.5,Rectangle
43.34,64.12,86.41,162.61,Hourglass
36.84,70.15,99.02,167.81,Pear
40.02,69.4,88.16,171.25,Hourglass
45.05,65.1,95.08,169.62,Hourglass
45.35,68.96,99.29,163.81,Hourglass
37.39,69.99,98.41,169.59,Pear
43.14,68.07,92.07,159.51,Hourglass
42.71,79.67,81.52,163.28,Rectangle
42.37,77.64,86.12,160.55,Rectangle
44.55,74.51,86.68,161.09,Inverted Triangle
35.96,71.42,95.34,161.93,Pear
41.26,82.85,84.33,162.52,Rectangle
41.12,85.95,81.91,170.82,Rectangle
37.14,68.17,93.72,161.19,Pear
41.28,76.54,83.68,159.67,Rectangle
43.86,70.16,88.94,174.34,Inverted Triangle
42.42,64.94,97.19,158.35,Hourglass
43.61,74.06,89.45,168.31,Inverted Triangle
43.56,78.19,78.93,160.87,Rectangle
42.33,78.72,77.6,167.61,Rectangle
46.69,75.26,85.99,157.22,Inverted Triangle
50.38,78.17,87.04,165.8,Inverted Triangle
40.26,70.86,91.64,164.62,Pear
44.12,81.39,81.17,165.73,Rectangle
45.21,77.08,83.24,170.39,Inverted Triangle
44.25,71.78,85.34,168.65,Inverted Triangle
35.64,69.16,96.64,161.83,Pear
44.42,78.43,81.08,167.56,Rectangle
39.86,79.79,77.76,167.15,Rectangle
46.01,76.4,88.81,167.3,Inverted Triangle
37.95,72.04,93.94,166.06,Pear
44.57,80.9,76.85,166.04,Rectangle
41.1,64.89,95.64,161.1,Hourglass
38.32,68.11,95.2,166.88,Pear
40.95,79.29,81.81,168.78,Rectangle
40.52,62.96,98.16,164.58,Hourglass
43.75,77.01,84.28,166.54,Rectangle
38.14,67.98,96.28,165.3,Pear
38.17,80.83,85.07,165.74,Rectangle
45.84,79.38,87.77,169.41,Inverted Triangle
45.08,76.42,83.83,170.65,Inverted Triangle
44.65,67.46,93.71,164.6,Hourglass
42.57,74.72,80.97,167.66,Rectangle
38.23,63.45,92.55,168.51,Hourglass
44.22,82.34,81.4,166.65,Rectangle
41.15,64.87,94.88,164.0,Hourglass
38.02,65.6,92.88,162.06,Pear
37.06,68.4,94.87,166.58,Pear
41.71,78.99,80.87,167.96,Rectangle
43.82,70.36,88.57,172.19,Inverted Triangle
41.09,83.04,79.81,160.08,Rectangle
40.05,72.19,100.96,165.97,Pear
42.95,67.52,90.99,170.51,Hourglass
43.02,64.98,90.56,166.89,Hourglass
37.45,72.65,96.85,166.23,Pear
42.79,79.93,85.18,166.94,Rectangle
45.23,75.16,85.47,168.04,Rectangle
39.53,66.74,92.47,156.33,Hourglass
41.87,77.18,79.66,165.03,Rectangle
38.19,68.84,91.92,165.17,Pear
44.61,66.21,92.98,163.48,Hourglass
49.37,72.22,83.95,164.34,Inverted Triangle
37.74,76.89,92.31,162.41,Pear
45.87,75.99,85.08,170.95,Rectangle
42.92,81.03,85.0,170.68,Rectangle
38.14,65.68,97.59,166.22,Hourglass
45.15,64.53,97.63,161.95,Hourglass
42.69,57.47,93.07,165.67,Hourglass
44.07,76.65,86.97,164.97,Inverted Triangle
46.11,74.38,93.67,172.47,Inverted Triangle
43.54,72.71,86.96,165.08,Inverted Triangle
39.96,69.81,95.88,163.21,Pear
41.34,67.91,93.15,166.72,Hourglass
42.16,78.32,83.71,170.75,Rectangle
37.54,68.38,94.83,172.8,Pear
42.85,65.09,89.86,165.22,Hourglass
43.57,80.36,83.95,168.34,Rectangle
43.14,63.58,94.16,167.82,Hourglass
44.05,77.98,82.02,159.1,Rectangle
47.1,73.11,86.93,164.26,Inverted Triangle
44.25,62.0,91.51,170.46,Hourglass
41.58,66.9,93.31,161.73,Hourglass
43.97,64.74,91.61,156.24,Hourglass
45.44,67.67,97.82,160.86,Hourglass
43.62,77.94,85.48,171.6,Inverted Triangle
41.5,70.74,94.19,160.95,Pear
42.03,81.21,81.86,168.62,Rectangle
40.46,64.31,92.95,165.84,Hourglass
41.27,67.55,97.23,166.2,Pear
48.82,72.41,85.19,163.93,Inverted Triangle
40.46,71.92,94.88,156.07,Pear
36.61,80.1,75.62,164.82,Rectangle
44.82,81.37,87.08,174.94,Rectangle
44.57,79.6,85.83,171.3,Rectangle
45.56,71.45,95.32,163.8,Inverted Triangle
38.41,73.09,93.12,166.98,Pear
45.64,67.05,93.22,162.64,Hourglass
42.16,82.39,81.8,167.61,Rectangle
42.78,85.32,85.44,171.97,Rectangle
45.57,72.12,78.2,171.88,Rectangle
36.66,70.01,94.99,164.94,Pear
34.73,66.35,96.85,160.94,Pear
47.86,78.26,89.21,167.28,Inverted Triangle
38.98,77.44,91.34,162.46,Pear
38.99,69.51,93.19,161.9,Pear
41.06,82.65,80.29,161.58,Rectangle
46.24,64.45,92.87,169.4,Hourglass
41.41,66.14,92.14,165.47,Hourglass
43.85,82.38,82.32,168.41,Rectangle
42.0,79.94,83.84,168.78,Inverted Triangle
46.66,72.21,86.77,162.64,Inverted Triangle
36.66,67.05,92.69,172.47,Pear
41.94,63.89,94.6,161.83,Hourglass
36.04,70.56,95.59,162.3,Pear
43.7,78.02,86.16,167.3,Inverted Triangle
47.93,78.28,89.9,167.5,Inverted Triangle
43.16,66.04,90.42,168.21,Hourglass
40.9,64.3,98.79,166.61,Hourglass
48.09,73.26,85.48,164.95,Inverted Triangle
37.06,70.69,94.71,165.23,Pear
44.02,84.38,82.02,166.54,Rectangle
39.78,68.89,88.54,172.68,Hourglass
46.51,74.86,89.48,165.79,Inverted Triangle
43.48,70.13,88.35,173.22,Inverted Triangle
41.34,68.97,91.47,164.02,Hourglass
43.4,76.2,79.86,164.63,Rectangle
46.04,61.09,93.92,160.52,Hourglass
47.42,81.57,88.13,169.24,Inverted Triangle
35.64,66.35,93.74,162.24,Pear
46.34,76.16,89.37,167.46,Inverted Triangle
39.65,69.22,94.86,167.59,Pear
42.97,64.1,93.35,166.29,Hourglass
45.68,82.89,82.64,163.36,Rectangle
42.19,64.01,91.25,165.78,Hourglass
37.01,71.42,97.56,166.13,Pear
39.32,67.62,92.51,166.2,Pear
42.4,85.8,84.66,160.48,Rectangle
37.2,70.12,93.66,161.56,Pear
41.55,69.92,86.6,167.65,Inverted Triangle
44.09,80.5,78.43,166.57,Rectangle
45.64,61.24,95.91,166.59,Hourglass
39.46,69.09,101.34,164.89,Pear
46.26,66.38,90.61,162.89,Hourglass
45.41,62.11,97.75,167.79,Hourglass
45.4,70.42,92.79,172.35,Hourglass
43.31,82.85,89.34,168.22,Inverted Triangle
44.54,76.94,83.28,164.38,Rectangle
38.6,63.82,92.15,168.72,Hourglass
46.56,70.95,88.05,166.32,Inverted Triangle
42.69,80.17,81.26,162.57,Rectangle
46.34,74.07,88.73,166.4,Inverted Triangle
40.87,66.61,93.54,164.37,Hourglass
45.21,74.33,91.36,171.18,Inverted Triangle
38.58,72.67,94.02,162.27,Pear
38.37,67.88,91.78,165.1,Pear
43.75,83.83,81.7,168.17,Rectangle
42.3,68.64,90.46,161.54,Hourglass
45.61,72.84,89.89,161.82,Inverted Triangle
39.55,60.93,92.63,162.06,Hourglass
44.09,68.57,84.91,170.47,Hourglass
42.28,75.38,79.13,175.76,Rectangle
44.87,63.84,97.23,151.79,Hourglass
37.5,73.1,97.02,164.36,Pear
41.63,74.31,90.42,169.17,Inverted Triangle
39.17,66.23,98.06,170.21,Pear
43.05,73.92,86.67,162.24,Rectangle
45.68,69.68,93.64,171.6,Hourglass
45.71,64.98,96.41,165.19,Hourglass
41.91,67.17,94.44,164.33,Hourglass
43.18,64.27,86.7,162.27,Hourglass
41.63,82.66,81.81,163.19,Rectangle
38.02,71.43,92.56,161.45,Pear
44.47,62.88,96.43,164.3,Hourglass
44.09,72.28,91.25,172.34,Inverted Triangle
41.42,63.75,92.13,166.02,Hourglass
40.49,76.75,83.51,165.91,Rectangle
37.08,76.09,93.05,165.16,Pear
37.48,74.07,98.41,161.21,Pear
44.1,79.95,88.63,174.49,Rectangle
44.76,76.93,88.99,167.53,Inverted Triangle
37.5,69.39,91.41,170.9,Pear
43.23,69.08,90.57,162.57,Hourglass
44.74,65.4,93.21,162.41,Hourglass
45.56,61.09,91.99,166.24,Hourglass
38.98,76.94,81.09,159.13,Rectangle
43.93,82.99,81.59,167.72,Rectangle
42.96,68.56,96.13,171.95,Pear
45.15,78.33,88.63,169.67,Inverted Triangle
43.26,65.8,94.14,157.36,Hourglass
37.04,71.23,96.82,161.26,Pear
39.39,70.05,92.18,164.92,Pear
39.27,79.32,81.76,163.44,Rectangle
49.06,76.08,86.11,170.26,Inverted Triangle
48.18,74.86,86.39,169.83,Inverted Triangle
43.36,74.4,87.65,166.54,Inverted Triangle
47.01,79.19,83.22,175.71,Rectangle
42.67,59.54,92.38,166.04,Hourglass
42.32,64.31,95.89,163.21,Hourglass
40.12,69.17,94.36,170.43,Pear
43.2,80.59,81.47,161.79,Rectangle
46.29,79.79,83.51,167.34,Rectangle
45.98,71.02,94.34,162.72,Inverted Triangle
49.2,74.31,87.05,163.48,Inverted Triangle
44.57,77.2,88.16,167.68,Inverted Triangle
37.02,67.93,92.39,172.86,Pear
43.08,78.29,78.18,171.19,Rectangle
41.8,75.95,77.83,161.91,Rectangle
35.56,66.64,92.0,164.84,Pear
43.53,74.48,86.24,162.83,Rectangle
40.94,79.52,88.55,170.21,Inverted Triangle
40.42,64.23,91.59,159.55,Hourglass
42.76,74.12,79.12,174.26,Rectangle
41.56,75.95,82.83,164.56,Rectangle
41.26,70.17,91.45,161.46,Hourglass
45.0,64.96,94.34,166.45,Hourglass
41.13,70.12,86.44,167.89,Inverted Triangle
42.47,79.17,77.47,168.91,Rectangle
44.06,71.44,87.69,170.72,Inverted Triangle
45.51,78.38,93.46,169.49,Inverted Triangle
42.96,63.33,94.55,158.17,Hourglass
44.0,80.44,83.28,167.07,Rectangle
41.56,70.66,95.51,165.35,Hourglass
35.22,72.77,94.72,165.07,Pear
46.03,80.26,88.73,170.45,Inverted Triangle
49.52,63.99,88.48,167.64,Hourglass
43.32,73.92,87.14,167.49,Inverted Triangle
39.18,78.65,81.66,161.9,Rectangle
42.45,75.51,89.52,168.02,Inverted Triangle
38.84,64.27,91.11,156.33,Pear
39.96,70.22,93.85,156.92,Pear
44.24,68.52,94.07,162.37,Hourglass
42.45,68.86,90.11,166.13,Hourglass
44.23,83.81,82.12,166.93,Rectangle
46.32,73.29,90.43,171.73,Inverted Triangle
44.43,75.9,89.58,167.87,Inverted Triangle
42.91,71.15,94.88,169.56,Inverted Triangle
40.58,72.3,99.83,162.49,Pear
42.03,83.88,82.79,168.76,Rectangle
44.03,60.46,96.74,164.62,Hourglass
37.31,67.71,94.3,172.09,Pear
42.42,81.97,89.67,166.76,Inverted Triangle
43.23,64.16,95.05,170.29,Hourglass
45.71,70.6,95.39,165.55,Inverted Triangle
41.35,75.27,84.85,162.18,Inverted Triangle
40.11,66.92,96.16,167.97,Pear
42.32,63.44,97.53,160.48,Hourglass
40.41,80.71,76.13,166.85,Rectangle
44.89,72.11,88.2,158.47,Inverted Triangle
45.92,72.41,90.81,172.46,Inverted Triangle
38.54,66.47,96.21,165.19,Pear
40.76,71.64,98.92,172.46,Pear
40.42,80.32,79.67,167.53,Rectangle
41.32,70.65,95.73,165.93,Hourglass
40.66,65.53,90.56,165.48,Hourglass
41.19,66.79,88.59,168.13,Hourglass
39.47,69.73,97.61,169.13,Pear
41.3,80.24,75.2,165.82,Rectangle
42.28,64.05,98.39,159.42,Hourglass
42.51,66.92,90.17,164.37,Hourglass
40.46,78.6,89.7,170.11,Inverted Triangle
46.48,74.17,93.03,169.51,Inverted Triangle
43.66,85.76,84.1,167.26,Rectangle
41.31,76.79,81.89,169.55,Rectangle
42.24,81.58,81.96,170.31,Rectangle
43.62,85.31,81.65,165.39,Rectangle
43.04,71.86,89.69,169.55,Inverted Triangle
43.09,65.64,90.03,169.45,Hourglass
44.29,77.23,83.16,164.48,Rectangle
40.46,82.51,78.13,165.86,Rectangle
41.18,68.09,90.05,163.36,Hourglass
38.69,70.49,88.7,163.14,Hourglass
44.42,76.29,90.87,175.05,Inverted Triangle
38.79,72.68,92.42,170.12,Pear
41.94,69.4,86.25,172.91,Inverted Triangle
37.23,72.42,95.08,172.48,Pear
43.84,73.04,84.45,167.07,Inverted Triangle
44.35,83.05,82.04,169.45,Rectangle
45.9,71.11,94.0,173.5,Hourglass
42.08,58.88,90.48,165.09,Hourglass
41.22,81.05,79.62,161.38,Rectangle
45.89,80.47,86.72,169.69,Inverted Triangle
37.35,67.91,95.06,160.99,Pear
45.68,78.34,86.52,173.11,Inverted Triangle
42.65,60.89,95.44,174.29,Hourglass
40.13,68.94,88.28,170.43,Hourglass
42.01,66.07,97.44,167.71,Hourglass
37.58,71.78,96.01,157.77,Pear
44.99,67.0,91.85,161.15,Hourglass
37.51,65.59,93.26,161.08,Pear
37.96,71.82,97.7,168.4,Pear
35.76,70.37,93.57,172.67,Pear
41.59,64.3,93.39,164.13,Hourglass
42.48,65.77,93.84,156.81,Hourglass
40.21,66.43,93.25,156.18,Pear
41.2,71.18,96.6,166.15,Hourglass
37.34,71.09,94.25,160.3,Pear
41.71,64.28,90.94,160.9,Hourglass
42.18,84.27,82.56,159.91,Rectangle
39.22,76.34,91.65,161.56,Pear
37.74,74.89,92.67,164.48,Pear
46.43,73.59,92.73,169.53,Inverted Triangle
49.48,64.52,88.48,167.97,Hourglass
42.32,68.49,94.85,162.75,Hourglass
35.1,71.27,95.03,166.81,Pear
42.72,64.49,97.75,159.89,Hourglass
39.34,61.9,94.89,166.57,Hourglass
39.71,72.68,92.92,164.56,Pear
41.63,66.35,95.42,160.97,Hourglass
36.89,71.08,96.7,165.74,Pear
39.34,67.59,93.21,165.28,Pear
43.22,74.65,88.38,165.61,Inverted Triangle
42.77,76.5,79.89,165.46,Rectangle
44.56,67.74,84.97,168.76,Hourglass
43.85,71.4,85.9,168.06,Inverted Triangle
44.5,72.98,86.86,161.36,Inverted Triangle
35.12,71.12,94.47,164.7,Pear
40.16,78.44,95.03,157.07,Pear
43.32,78.56,77.63,171.97,Rectangle
42.59,74.52,78.57,174.15,Rectangle
38.97,65.59,90.81,158.35,Pear
43.04,81.28,81.84,169.35,Rectangle
44.62,76.59,81.61,174.97,Rectangle
43.54,81.02,83.76,167.92,Rectangle
44.88,81.53,78.05,176.43,Rectangle
38.0,77.06,91.91,165.16,Pear
38.81,80.49,80.93,163.23,Rectangle
42.95,60.45,96.21,175.33,Hourglass
43.46,70.88,91.25,170.5,Inverted Triangle
46.85,76.14,85.64,158.96,Inverted Triangle
44.39,67.61,91.54,165.54,Hourglass
48.63,67.51,83.93,166.2,Inverted Triangle
43.68,74.73,90.25,163.36,Inverted Triangle
47.84,71.41,87.86,170.21,Inverted Triangle
36.85,70.44,95.63,159.56,Pear
44.47,83.15,75.77,164.81,Rectangle
41.91,71.06,94.81,170.63,Inverted Triangle
39.29,68.63,94.68,170.09,Pear
40.62,68.93,99.55,163.77,Pear
43.44,78.12,90.9,172.62,Inverted Triangle
45.57,76.6,88.3,168.59,Inverted Triangle
39.0,75.57,83.93,168.27,Rectangle
42.38,62.13,93.82,164.43,Hourglass
42.58,66.06,87.38,158.0,Hourglass
34.71,70.21,95.94,170.09,Pear
44.61,75.67,87.19,162.53,Inverted Triangle
34.69,71.52,96.2,158.91,Pear
38.39,73.16,97.16,167.96,Pear
45.01,77.19,94.3,162.7,Inverted Triangle
42.07,85.15,83.91,161.04,Rectangle
47.45,67.59,90.18,166.14,Hourglass
43.48,83.01,85.14,165.5,Rectangle
40.33,67.7,92.2,163.15,Hourglass
44.66,74.62,89.61,167.1,Inverted Triangle
40.79,84.22,82.45,161.61,Rectangle
44.48,62.15,96.2,166.16,Hourglass
38.97,67.66,92.65,164.58,Pear
42.44,70.04,96.75,164.18,Hourglass
42.51,75.14,79.11,174.61,Rectangle
37.56,71.95,99.36,169.91,Pear
41.13,70.78,96.07,177.18,Hourglass
37.14,71.56,94.28,172.88,Pear
45.37,70.93,86.84,171.84,Inverted Triangle
39.74,78.92,94.47,157.46,Pear
35.55,69.66,98.31,159.81,Pear
45.77,73.18,91.39,170.35,Inverted Triangle
39.86,61.46,92.45,162.13,Hourglass
41.09,72.44,99.15,162.63,Pear
41.91,84.69,83.3,169.94,Rectangle
40.85,63.34,92.36,167.12,Hourglass
38.12,72.38,92.54,163.67,Pear
48.49,76.81,92.5,162.0,Inverted Triangle
43.75,75.48,88.24,163.57,Inverted Triangle
42.77,76.56,90.02,163.38,Inverted Triangle
39.17,68.78,96.82,168.57,Pear
42.23,81.27,81.02,169.45,Rectangle
43.64,72.2,90.83,171.31,Inverted Triangle
39.26,68.92,101.66,166.54,Pear
38.28,71.11,96.87,158.49,Pear
43.64,71.64,87.25,168.95,Inverted Triangle
40.71,65.73,92.43,165.13,Hourglass
40.18,63.92,96.94,164.47,Hourglass
44.04,77.25,88.81,167.99,Inverted Triangle
43.23,75.15,86.99,166.6,Inverted Triangle
